Issue,Date,Red Balls,Blue Ball,Sales,Prize Pool,1st Prize Winners,1st Prize Amount
2024051,2024-05-07(二),5:9:13:20:23:28:6,15,6101483,203,101738,"367,939,562","2,178,038,182",详情
2024050,2024-05-05(日),1:3:7:10:22:33:2,13,6705264,226,122613,"388,201,440","2,207,601,984",详情
2024049,2024-05-02(四),12:15:17:23:26:32:11,3,10000000,141,147410,"330,045,974","2,211,638,785",详情
2024048,2024-04-30(二),2:9:15:19:26:28:2,7,7702490,114,207428,"351,928,312","2,179,284,324",详情
2024047,2024-04-28(日),7:8:21:26:29:30:15,26,5920995,91,328927,"405,356,264","2,162,261,379",详情
2024046,2024-04-25(四),2:6:10:11:17:29:15,6,8554950,188,141819,"382,103,034","2,226,410,188",详情
2024045,2024-04-23(二),2:8:19:23:24:26:3,13,6266764,334,61631,"379,451,774","2,197,753,504",详情
2024044,2024-04-21(日),2:6:17:25:32:33:6,5,8441962,115,187063,"405,727,312","2,217,466,686",详情
2024043,2024-04-18(四),4:6:7:14:15:24:8,12,6394606,146,143281,"379,945,476","2,195,139,699",详情
2024042,2024-04-16(二),2:4:5:14:26:32:14,1,10000000,46,672336,"385,020,364","2,209,117,678",详情
2024041,2024-04-14(日),2:9:12:22:25:33:16,67,5312395,542,48271,"412,186,810","2,126,335,214",详情
2024040,2024-04-11(四),11:14:18:19:23:26:2,8,7810178,213,131933,"386,011,398","2,403,776,297",详情
2024039,2024-04-09(二),2:6:12:29:30:31:10,12,6639344,138,178189,"381,702,830","2,381,952,370",详情
2024038,2024-04-07(日),8:10:18:23:27:31:2,3,10000000,190,159354,"403,976,694","2,387,854,012",详情
2024037,2024-04-04(四),1:4:5:6:12:14:13,3,10000000,90,294537,"356,283,280","2,327,021,985",详情
2024036,2024-04-02(二),2:8:9:12:21:31:2,10,6513910,206,91863,"375,133,272","2,277,496,852",详情
2024035,2024-03-31(日),5:7:14:17:22:32:6,21,5826032,504,43022,"412,436,132","2,285,864,323",详情
2024034,2024-03-28(四),2:9:12:19:21:31:4,17,6171541,248,100384,"385,412,112","2,343,160,918",详情
2024033,2024-03-26(二),6:10:11:18:20:32:5,4,10000000,117,215911,"374,362,318","2,373,391,338",详情
2024032,2024-03-24(日),1:3:4:11:12:21:16,14,6812502,135,234953,"413,703,736","2,337,606,504",详情
2024031,2024-03-21(四),9:10:13:25:30:32:2,19,5000000,173,6000,"401,159,328","2,337,825,172",详情
2024030,2024-03-19(二),1:8:22:25:29:33:10,3,10000000,76,407930,"398,025,748","2,432,825,172",详情
2024029,2024-03-17(日),12:18:23:25:28:33:4,1,10000000,116,273022,"433,441,094","2,369,816,985",详情
2024028,2024-03-14(四),3:7:8:11:18:19:5,12,6436209,206,104578,"400,874,276","2,284,805,181",详情
2024027,2024-03-12(二),2:6:13:27:28:32:13,9,7752307,296,104606,"398,514,350","2,297,410,268",详情
2024026,2024-03-10(日),4:7:18:19:20:25:6,14,6573568,465,59220,"431,419,382","2,274,290,656",详情
2024025,2024-03-07(四),8:15:21:22:25:33:13,8,7903667,77,377099,"399,059,370","2,283,708,268",详情
2024024,2024-03-05(二),3:7:21:24:26:30:10,10,7196464,276,99477,"389,179,240","2,259,827,583",详情
2024023,2024-03-03(日),1:10:22:25:28:32:10,4,10000000,174,148772,"429,941,270","2,249,424,817",详情
2024022,2024-02-29(四),2:9:11:14:18:26:6,27,5581991,335,58633,"388,759,926","2,211,765,504",详情
2024021,2024-02-27(二),4:6:16:17:23:24:11,8,7305253,182,126662,"387,567,590","2,303,552,638",详情
2024020,2024-02-25(日),3:8:12:14:17:33:8,3,10000000,65,424047,"401,743,532","2,292,837,056",详情
2024019,2024-02-22(四),5:11:12:16:17:20:8,10,6256934,107,146838,"362,006,810","2,240,147,827",详情
2024018,2024-02-20(二),6:15:17:24:28:29:16,9,7077975,224,104362,"362,234,554","2,255,582,139",详情
2024017,2024-02-18(日),4:17:19:20:25:32:4,3,10000000,96,336763,"408,414,594","2,249,152,255",详情
2024016,2024-02-06(二),7:12:20:24:32:33:4,136,5166908,87,326142,"398,150,146","2,182,164,460",详情
2024015,2024-02-04(日),3:8:17:18:20:30:15,7,8302983,254,113783,"391,425,990","2,799,740,697",详情
2024014,2024-02-01(四),1:2:10:22:24:25:13,7,8397008,110,270216,"369,008,560","2,771,158,275",详情
2024013,2024-01-30(二),1:7:10:14:21:25:7,14,6178793,149,138448,"368,057,096","2,740,765,858",详情
2024012,2024-01-28(日),1:3:7:18:22:28:15,7,8677481,138,233173,"406,461,312","2,765,382,313",详情
2024011,2024-01-25(四),8:12:16:20:27:31:6,13,5600516,143,68240,"382,080,084","2,729,590,794",详情
2024010,2024-01-23(二),11:16:20:21:23:24:4,4,10000000,73,399825,"372,460,178","2,773,122,333",详情
2024009,2024-01-21(日),1:4:7:10:17:23:14,4,10000000,118,240959,"409,759,128","2,725,560,627",详情
2024008,2024-01-18(四),8:20:21:23:27:30:13,5,9439349,151,183747,"390,103,204","2,680,260,839",详情
2024007,2024-01-16(二),4:5:6:7:20:22:15,5,9552387,178,159845,"391,831,746","2,644,219,785",详情
2024006,2024-01-14(日),7:18:20:21:26:32:5,11,7265119,98,317810,"430,067,550","2,606,624,464",详情
2024005,2024-01-11(四),5:6:20:23:25:32:3,5,10000000,99,333906,"407,820,678","2,593,104,612",详情
2024004,2024-01-09(二),9:13:17:18:21:27:4,9,7037575,163,140630,"397,770,990","2,543,934,511",详情
2024003,2024-01-07(日),1:5:8:13:32:33:3,12,6749071,116,226173,"428,830,208","2,538,504,530",详情
2024002,2024-01-04(四),4:9:10:17:19:20:9,30,5455071,196,87067,"402,054,502","2,540,785,162",详情
2024001,2024-01-02(二),3:7:16:26:27:32:16,7,8203438,164,170915,"397,951,464","2,653,241,738",详情
2023151,2023-12-31(日),1:15:16:20:25:27:5,10,7807583,112,313346,"452,958,034","2,626,575,547",详情
2023150,2023-12-28(四),10:17:25:26:30:33:5,7,8074962,109,246843,"411,922,624","2,599,366,995",详情
2023149,2023-12-26(二),2:10:19:24:26:33:15,4,10000000,134,217847,"405,361,488","2,575,173,968",详情
2023148,2023-12-24(日),3:5:7:9:19:20:8,39,5414501,424,47657,"454,223,900","2,527,599,376",详情
2023147,2023-12-21(四),5:6:14:16:19:32:12,8,7564467,96,267132,"432,874,498","2,678,144,078",详情
2023146,2023-12-19(二),2:3:6:11:20:32:9,9,6968340,172,128743,"449,833,942","2,661,725,786",详情
2023145,2023-12-17(日),7:10:21:22:23:24:11,8,8328480,195,170691,"488,324,570","2,658,009,357",详情
2023144,2023-12-14(四),12:16:17:22:25:27:8,9,6787498,151,133174,"461,560,620","2,624,782,779",详情
2023143,2023-12-12(二),5:7:9:16:23:30:15,32,5793556,187,169744,"460,243,432","2,625,542,196",详情
2023142,2023-12-10(日),2:8:20:21:27:33:14,3,10000000,130,301470,"507,406,422","2,715,709,193",详情
2023141,2023-12-07(四),1:8:11:12:21:23:3,11,7529897,220,158118,"493,963,074","2,628,135,529",详情
2023140,2023-12-05(二),3:4:11:14:30:31:5,12,7033098,123,247938,"480,392,100","2,606,606,136",详情
2023139,2023-12-03(日),12:14:19:21:27:31:11,7,9460351,133,293444,"521,719,600","2,599,513,870",详情
2023138,2023-11-30(四),3:22:28:30:31:33:4,3,10000000,78,473833,"492,601,986","2,548,652,101",详情
2023137,2023-11-28(二),3:12:17:19:23:27:11,6,8591449,213,126459,"492,348,152","2,467,775,081",详情
2023136,2023-11-26(日),3:5:10:21:22:26:10,21,6073140,240,117374,"525,192,790","2,438,516,168",详情
2023135,2023-11-23(四),5:6:11:13:28:30:7,23,5669924,221,87150,"486,609,550","2,481,542,330",详情
2023134,2023-11-21(二),5:8:9:17:22:33:4,28,5894533,232,134951,"484,355,844","2,554,169,624",详情
2023133,2023-11-19(日),4:5:10:14:22:25:3,17,6512569,306,105039,"517,770,956","2,625,290,582",详情
2023132,2023-11-16(四),3:9:11:15:25:27:1,24,6034708,339,91567,"474,511,672","2,639,577,950",详情
2023131,2023-11-14(二),6:7:14:20:26:32:1,7,9257052,140,266065,"466,031,504","2,691,287,209",详情
2023130,2023-11-12(日),4:10:17:22:23:32:16,3,10000000,261,153869,"497,696,868","2,644,338,946",详情
2023129,2023-11-09(四),8:9:12:17:32:33:4,6,9879535,132,277246,"473,959,588","2,553,859,029",详情
2023128,2023-11-07(二),7:16:20:21:27:33:1,7,7837587,178,139488,"381,237,932","2,503,346,700",详情
2023127,2023-11-05(日),3:8:19:22:26:32:14,13,6891253,253,121473,"415,967,168","2,483,723,142",详情
2023126,2023-11-02(四),10:24:26:28:29:31:16,7,8438994,140,214937,"394,649,530","2,481,110,827",详情
2023125,2023-10-31(二),11:14:15:27:30:33:4,3,10000000,104,253325,"386,307,316","2,449,910,182",详情
2023124,2023-10-29(日),2:3:17:18:25:30:11,8,7192295,207,105908,"417,825,112","2,400,872,645",详情
2023123,2023-10-26(四),10:13:15:22:29:32:15,14,6724880,146,206749,"385,283,048","2,392,642,136",详情
2023122,2023-10-24(二),7:8:14:18:20:30:5,9,6889762,104,204421,"383,794,308","2,396,234,235",详情
2023121,2023-10-22(日),2:12:16:25:30:31:12,8,7805455,105,267186,"412,907,242","2,394,462,620",详情
2023120,2023-10-19(四),3:8:13:24:27:29:8,15,6057696,262,75693,"382,480,862","2,372,742,600",详情
2023119,2023-10-17(二),1:2:3:19:21:28:15,4,10000000,76,392351,"379,869,478","2,404,112,623",详情
2023118,2023-10-15(日),1:2:11:19:25:29:4,9,7221722,400,62485,"416,077,564","2,354,656,592",详情
2023117,2023-10-12(四),2:11:14:17:18:28:8,8,6198467,114,105128,"382,441,836","2,344,668,961",详情
2023116,2023-10-10(二),2:8:9:13:24:27:12,10,6501260,238,78847,"373,229,184","2,358,302,682",详情
2023115,2023-10-08(日),2:7:16:21:26:27:16,13,6684992,123,222610,"399,381,218","2,367,018,008",详情
2023114,2023-10-05(四),7:9:15:16:17:26:9,9,6717188,157,123046,"370,562,742","2,371,779,513",详情
2023113,2023-09-28(四),1:2:13:18:25:27:3,9,7108275,101,234832,"373,161,172","2,374,279,095",详情
